,Date,site_no,LAT_GAGE,LNG_GAGE,LstAvgStrf,Dryest Day
97305,1980-11-11,11444500,38.771013,-120.816324,488.20512820512823,315
97669,1980-11-09,11446500,38.63546,-121.227726,1784.05,313
97971,1980-09-06,11449500,38.9274,-122.843605,2.5490000000000004,249
98411,1980-11-19,11451000,38.924065,-122.565815,4.32325,323
98704,1980-09-07,11451100,39.165446,-122.619986,1.1149999999999998,250
99124,1980-10-31,11452500,38.725182,-121.807187,11.2075,304
99530,1980-12-10,11454000,38.515185,-122.081916,85.5275,344
99817,1980-09-22,11456000,38.511297,-122.455813,0.38138888888888894,265
100185,1980-09-24,11458000,38.368246,-122.303309,1.2412195121951217,267
100564,1980-10-07,11459500,38.107698,-122.579981,0.18804878048780485,280
100930,1980-10-07,11460400,38.026867,-122.736377,7.179189189189189,280
101265,1980-09-06,11460600,38.0802,-122.78443500000002,6.868500000000002,249
101625,1980-08-31,11460750,38.175753,-122.818325,4.89861111111111,243
101997,1980-09-06,11461000,39.195447,-123.195005,0.4422499999999999,249
102355,1980-08-29,11461500,39.246556,-123.130281,89.70500000000001,241
102753,1980-09-30,11462500,39.026563,-123.130559,177.05853658536586,273
103120,1980-10-01,11463000,38.879348,-123.05361200000002,175.40243902439025,274
103461,1980-09-06,11463170,38.797683,-122.802493,0.9648717948717945,249
103834,1980-09-13,11464000,38.613243,-122.836382,155.965,256
104226,1980-10-09,11465200,38.698521,-122.958054,80.71926829268293,282
104568,1980-09-15,11467000,38.508523,-122.927774,150.885,258
104933,1980-09-14,11468000,39.172123,-123.669458,5.718000000000001,257
105314,1980-09-29,11468500,39.428224,-123.737792,5.116585365853659,272
105665,1980-09-14,11469000,40.313191,-124.283659,30.985000000000003,257
106017,1980-08-31,11470500,39.407939,-122.97139,131.7948717948718,243
106345,1980-07-24,11471500,39.388496,-123.116116,13.266666666666666,205
106758,1980-09-09,11473900,39.706267,-123.325291,12.3205,252
107129,1980-09-14,11475000,40.2182,-123.63253,35.29975,257
107504,1980-09-23,11475560,39.7296,-123.643907,0.8268292682926829,266
