,Date,site_no,LAT_GAGE,LNG_GAGE,LstAvgStrf
25149,09 18,11077500,33.770295000000004,-117.884501,0.0
25151,09 20,11077500,33.770295000000004,-117.884501,0.0
25152,09 21,11077500,33.770295000000004,-117.884501,0.0
25154,09 23,11077500,33.770295000000004,-117.884501,0.0
25158,09 27,11077500,33.770295000000004,-117.884501,0.0
25159,09 28,11077500,33.770295000000004,-117.884501,0.0
25160,09 29,11077500,33.770295000000004,-117.884501,0.0
25163,10 02,11077500,33.770295000000004,-117.884501,0.0
25164,10 03,11077500,33.770295000000004,-117.884501,0.0
25165,10 04,11077500,33.770295000000004,-117.884501,0.0
25168,10 07,11077500,33.770295000000004,-117.884501,0.0
25169,10 08,11077500,33.770295000000004,-117.884501,0.0
25170,10 09,11077500,33.770295000000004,-117.884501,0.0
25171,10 10,11077500,33.770295000000004,-117.884501,0.0
25172,10 11,11077500,33.770295000000004,-117.884501,0.0
25173,10 12,11077500,33.770295000000004,-117.884501,0.0
25176,10 15,11077500,33.770295000000004,-117.884501,0.0
25177,10 16,11077500,33.770295000000004,-117.884501,0.0
25185,10 24,11077500,33.770295000000004,-117.884501,0.0
25186,10 25,11077500,33.770295000000004,-117.884501,0.0
25194,11 02,11077500,33.770295000000004,-117.884501,0.0
25195,11 03,11077500,33.770295000000004,-117.884501,0.0
25207,11 15,11077500,33.770295000000004,-117.884501,0.0
25208,11 16,11077500,33.770295000000004,-117.884501,0.0
25215,11 23,11077500,33.770295000000004,-117.884501,0.0
25236,12 14,11077500,33.770295000000004,-117.884501,0.0
25506,09 09,11078000,33.751128,-117.908391,0.005128205128205128
25943,11 19,11085000,34.11223,-117.969509,0.0005
26171,07 04,11087020,34.033344,-118.038123,36.225
26577,08 13,11088500,33.887792,-117.92645,0.7922499999999999
26904,07 05,11089500,33.895848,-117.886171,0.4124999999999999
27439,12 21,11097000,34.253614,-118.38897,1.3245
27711,09 18,11098000,34.222226,-118.177573,0.8295121951219513
28050,08 22,11101250,34.058344,-118.071735,2.0707500000000008
28409,08 15,11102300,34.016679,-118.088402,29.70153846153846
28830,10 09,11109600,34.523047,-118.757036,12.34560975609756
28918,01 05,11109800,34.460272,-118.752036,10.7305
29525,09 02,11111500,34.577766,-119.25789,0.4988571428571429
29909,09 20,11113000,34.450828,-118.925932,5.473428571428572
30264,09 09,11113500,34.395553,-119.076494,2.9071794871794876
30679,10 28,11118500,34.35222,-119.308447,2.95325
31041,10 24,11119500,34.401384,-119.487066,0.037
31299,07 08,11119750,34.426389,-119.722222,0.0
31300,07 09,11119750,34.426389,-119.722222,0.0
31301,07 10,11119750,34.426389,-119.722222,0.0
31302,07 11,11119750,34.426389,-119.722222,0.0
31304,07 13,11119750,34.426389,-119.722222,0.0
31305,07 14,11119750,34.426389,-119.722222,0.0
31306,07 15,11119750,34.426389,-119.722222,0.0
31307,07 16,11119750,34.426389,-119.722222,0.0
31308,07 17,11119750,34.426389,-119.722222,0.0
31309,07 18,11119750,34.426389,-119.722222,0.0
31310,07 19,11119750,34.426389,-119.722222,0.0
31311,07 20,11119750,34.426389,-119.722222,0.0
31312,07 21,11119750,34.426389,-119.722222,0.0
31313,07 22,11119750,34.426389,-119.722222,0.0
31314,07 23,11119750,34.426389,-119.722222,0.0
31315,07 24,11119750,34.426389,-119.722222,0.0
31316,07 25,11119750,34.426389,-119.722222,0.0
31333,08 11,11119750,34.426389,-119.722222,0.0
31334,08 12,11119750,34.426389,-119.722222,0.0
31335,08 13,11119750,34.426389,-119.722222,0.0
31337,08 15,11119750,34.426389,-119.722222,0.0
31338,08 16,11119750,34.426389,-119.722222,0.0
31358,09 05,11119750,34.426389,-119.722222,0.0
31359,09 06,11119750,34.426389,-119.722222,0.0
31360,09 07,11119750,34.426389,-119.722222,0.0
31363,09 10,11119750,34.426389,-119.722222,0.0
31365,09 12,11119750,34.426389,-119.722222,0.0
31366,09 13,11119750,34.426389,-119.722222,0.0
31367,09 14,11119750,34.426389,-119.722222,0.0
31370,09 17,11119750,34.426389,-119.722222,0.0
31371,09 18,11119750,34.426389,-119.722222,0.0
31786,11 06,11119940,34.444997,-119.80375,0.010499999999999999
32090,09 05,11120000,34.424719,-119.811805,0.06550000000000002
32472,09 21,11120500,34.459163000000004,-119.809028,0.09374999999999999
32826,09 09,11123000,34.524439,-119.687358,0.11649999999999998
33210,09 27,11123500,34.543603999999995,-119.864863,0.3324390243902439
33560,09 11,11124500,34.596656,-119.908752,0.4665
33952,10 07,11128250,34.618320000000004,-120.120703,0.2817142857142857
34361,11 19,11128500,34.584987,-120.144593,3.8533333333333326
34660,09 13,11132500,34.588596,-120.408494,0.66175
34979,07 28,11133000,34.637761,-120.426551,2.0243589743589743
35418,10 09,11136800,35.021921,-120.22848700000002,0.4695121951219513
35811,11 05,11140000,34.893868,-120.306546,0.0025
35812,11 06,11140000,34.893868,-120.306546,0.0025
36137,09 26,11141050,34.883590000000005,-120.494888,0.09558823529411767
36480,09 03,11141280,35.23553,-120.472386,2.4140000000000006
36881,10 08,11143000,36.245796,-121.773287,15.454634146341464
37232,09 23,11143200,36.474406,-121.72883600000002,5.542926829268293
37596,09 21,11143250,36.53912800000001,-121.880508,0.9826829268292683
37920,08 10,11147500,35.628581,-120.684337,0.0035000000000000005
38326,09 19,11148900,35.788579,-121.093805,0.012439024390243903
